PAR_ID,PO_NO,HIGH_VALUE,LOW_VALUE
REQUESTED_ORDER_PIECES_TOL,159075116,193,187
REQUESTED_ORDER_PIECES_TOL,163093247,9,8
REQUESTED_ORDER_PIECES_TOL,169968664,14,13
REQUESTED_ORDER_PIECES_TOL,176870846,213,206
REQUESTED_ORDER_PIECES_TOL,177035646,157,142
REQUESTED_ORDER_PIECES_TOL,177055116,239,217
REQUESTED_ORDER_PIECES_TOL,177670642,2820,2564
REQUESTED_ORDER_PIECES_TOL,177894635,2381,2164
REQUESTED_ORDER_PIECES_TOL,178758612,206,200
REQUESTED_ORDER_PIECES_TOL,179958634,109,99
REQUESTED_ORDER_PIECES_TOL,181382805,8452,7683
REQUESTED_ORDER_PIECES_TOL,184859818,8452,7683
REQUESTED_ORDER_PIECES_TOL,188100597,193,187
REQUESTED_ORDER_PIECES_TOL,191135116,191,186
REQUESTED_ORDER_PIECES_TOL,191535902,145,140
REQUESTED_ORDER_PIECES_TOL,193009088,383,371
REQUESTED_ORDER_PIECES_TOL,194476400,194,188
REQUESTED_ORDER_PIECES_TOL,196068435,8511,7737
REQUESTED_ORDER_PIECES_TOL,196164927,7926,7205
REQUESTED_ORDER_PIECES_TOL,196409652,7926,7205
REQUESTED_ORDER_PIECES_TOL,199669220,7926,7205
REQUESTED_ORDER_PIECES_TOL,200249437,8343,7584
REQUESTED_ORDER_PIECES_TOL,200327347,7875,7159
REQUESTED_ORDER_PIECES_TOL,200453311,191,186
REQUESTED_ORDER_PIECES_TOL,201319002,206,199
REQUESTED_ORDER_PIECES_TOL,201406218,193,187
REQUESTED_ORDER_PIECES_TOL,201562903,419,407
REQUESTED_ORDER_PIECES_TOL,204171364,7926,7205
REQUESTED_ORDER_PIECES_TOL,204917112,7926,7205
REQUESTED_ORDER_PIECES_TOL,208891468,8452,7683
REQUESTED_ORDER_PIECES_TOL,209917596,7926,7205
REQUESTED_ORDER_PIECES_TOL,211230813,307,298
REQUESTED_ORDER_PIECES_TOL,212328156,7926,7205
REQUESTED_ORDER_PIECES_TOL,212337482,206,199
REQUESTED_ORDER_PIECES_TOL,217251734,193,187
REQUESTED_ORDER_PIECES_TOL,217474319,380,369
REQUESTED_ORDER_PIECES_TOL,217559491,307,298
REQUESTED_ORDER_PIECES_TOL,217581350,294,285
REQUESTED_ORDER_PIECES_TOL,218146133,194,188
REQUESTED_ORDER_PIECES_TOL,219835719,170,165
REQUESTED_ORDER_PIECES_TOL,220315408,512,497
REQUESTED_ORDER_PIECES_TOL,221089792,183,178
REQUESTED_ORDER_PIECES_TOL,221962895,166,161
REQUESTED_ORDER_PIECES_TOL,222590983,2875,2614
REQUESTED_ORDER_PIECES_TOL,225799091,193,187
REQUESTED_ORDER_PIECES_TOL,225856388,193,187
REQUESTED_ORDER_PIECES_TOL,229994657,32,29
REQUESTED_ORDER_PIECES_TOL,94603906,22,18
REQUESTED_ORDER_PIECES_TOL,98722551,267,267
REQUESTED_ORDER_PIECES_TOL,229234053,176,170
REQUESTED_ORDER_PIECES_TOL,112950857,14994,8073
REQUESTED_ORDER_PIECES_TOL,119747544,323,294
REQUESTED_ORDER_PIECES_TOL,132058645,659,599
REQUESTED_ORDER_PIECES_TOL,133307129,288,279
REQUESTED_ORDER_PIECES_TOL,133577733,2396,2178
REQUESTED_ORDER_PIECES_TOL,136985342,168,163
REQUESTED_ORDER_PIECES_TOL,137222954,212,206
REQUESTED_ORDER_PIECES_TOL,142209838,222,215
REQUESTED_ORDER_PIECES_TOL,162833361,3834,3485
REQUESTED_ORDER_PIECES_TOL,172796740,222,215
REQUESTED_ORDER_PIECES_TOL,174729131,2381,2164
REQUESTED_ORDER_PIECES_TOL,175907335,28,26
REQUESTED_ORDER_PIECES_TOL,176749561,28,26
REQUESTED_ORDER_PIECES_TOL,181342039,28,26
REQUESTED_ORDER_PIECES_TOL,191070530,329,319
REQUESTED_ORDER_PIECES_TOL,193226691,294,285
REQUESTED_ORDER_PIECES_TOL,193303293,193,187
REQUESTED_ORDER_PIECES_TOL,194091356,213,206
REQUESTED_ORDER_PIECES_TOL,195432760,290,281
REQUESTED_ORDER_PIECES_TOL,197297006,7926,7205
REQUESTED_ORDER_PIECES_TOL,199271982,324,314
REQUESTED_ORDER_PIECES_TOL,200369862,7926,7205
REQUESTED_ORDER_PIECES_TOL,202102757,332,322
REQUESTED_ORDER_PIECES_TOL,208213952,7926,7205
REQUESTED_ORDER_PIECES_TOL,208974019,8452,7683
REQUESTED_ORDER_PIECES_TOL,209148486,8787,7989
REQUESTED_ORDER_PIECES_TOL,210565003,193,187
REQUESTED_ORDER_PIECES_TOL,212132127,168,163
REQUESTED_ORDER_PIECES_TOL,214938040,206,199
REQUESTED_ORDER_PIECES_TOL,217231670,137,133
REQUESTED_ORDER_PIECES_TOL,218013191,197,191
REQUESTED_ORDER_PIECES_TOL,218816768,759,737
REQUESTED_ORDER_PIECES_TOL,220436505,250,243
REQUESTED_ORDER_PIECES_TOL,221750455,206,199
REQUESTED_ORDER_PIECES_TOL,222795568,7926,7205
REQUESTED_ORDER_PIECES_TOL,222846659,2396,2178
REQUESTED_ORDER_PIECES_TOL,223143250,7926,7205
REQUESTED_ORDER_PIECES_TOL,225064845,388,352
REQUESTED_ORDER_PIECES_TOL,225962815,7926,7205
REQUESTED_ORDER_PIECES_TOL,232436014,7926,7205
REQUESTED_ORDER_PIECES_TOL,92826310,23,19
REQUESTED_ORDER_PIECES_TOL,96066910,561,533
REQUESTED_ORDER_PIECES_TOL,97379042,4,3
REQUESTED_ORDER_PIECES_TOL,98392041,140,115
REQUESTED_ORDER_PIECES_TOL,100049190,8,6
REQUESTED_ORDER_PIECES_TOL,104538828,479,392
REQUESTED_ORDER_PIECES_TOL,108879244,118,118
REQUESTED_ORDER_PIECES_TOL,122979142,215,196
REQUESTED_ORDER_PIECES_TOL,128860498,23,21
REQUESTED_ORDER_PIECES_TOL,132809398,239,217
REQUESTED_ORDER_PIECES_TOL,141650612,222,215
REQUESTED_ORDER_PIECES_TOL,163619104,153,148
REQUESTED_ORDER_PIECES_TOL,180455416,2820,2564
REQUESTED_ORDER_PIECES_TOL,184781844,7926,7205
REQUESTED_ORDER_PIECES_TOL,186850516,89,86
REQUESTED_ORDER_PIECES_TOL,191658353,168,163
REQUESTED_ORDER_PIECES_TOL,191866383,3366,3060
REQUESTED_ORDER_PIECES_TOL,194894854,175,170
REQUESTED_ORDER_PIECES_TOL,195344740,322,312
REQUESTED_ORDER_PIECES_TOL,197488997,8452,7683
REQUESTED_ORDER_PIECES_TOL,200120283,2875,2614
REQUESTED_ORDER_PIECES_TOL,203932692,23,21
REQUESTED_ORDER_PIECES_TOL,205899382,7926,7205
REQUESTED_ORDER_PIECES_TOL,206175550,8392,7629
REQUESTED_ORDER_PIECES_TOL,207525556,8452,7683
